1783934421.7893713;jBnode;-2
1783934422.1549578;jBnode;-2
1783934422.3706992;jBnode;-2
1783934422.93375;jBnode;27
1783934422.970114;jBnode;27
1783934423.4126017;jBnode;27
1783934423.4499094;jBnode;29
1783934423.867585;jBnode;0
1783934423.8711245;jBnode;0
1783934423.9296143;jBnode;0
1783934423.9336908;jBnode;0
1783934424.711506;jBnode;0
1783934424.7451012;jBnode;0
1783934425.3076744;jBnode;0
1783934425.3114796;jBnode;0
1783934425.3676455;jBnode;0
1783934425.3696156;jBnode;0
1783934425.3707194;jBnode;0
1783934425.371709;jBnode;0
1783934425.372792;jBnode;0
1783934425.3737528;jBnode;0
1783934425.3755386;jBnode;0
1783934425.3764722;jBnode;0
1783934425.3772824;jBnode;0
1783934425.3811753;jBnode;0
1783934425.4291136;jBnode;0
1783934425.4300556;jBnode;0
1783934425.430992;jBnode;0
1783934425.4319444;jBnode;0
1783934425.43384;jBnode;0
1783934425.48817;jBnode;0
1783934425.4900594;jBnode;0
1783934425.7940614;jBnode;0
1783934425.7975426;jBnode;0
1783934425.8013136;jBnode;0
1783934425.8478332;jBnode;0
1783934425.849336;jBnode;0
1783934425.850486;jBnode;0
1783934425.85366;jBnode;0
1783934425.8547146;jBnode;0
1783934425.855541;jBnode;0
1783934425.856444;jBnode;0
1783934425.8572495;jBnode;0
1783934425.8580756;jBnode;0
1783934425.861404;jBnode;0
1783934425.8627465;jBnode;0
1783934425.9094815;jBnode;0
1783934425.9106865;jBnode;0
1783934425.91375;jBnode;0
1783934425.9149802;jBnode;0
1783934425.9188569;jBnode;0
1783934425.91992;jBnode;0
1783934425.9206443;jBnode;0
1783934425.9213982;jBnode;0
1783934426.088936;jBnode;0
1783934426.0917833;jBnode;0
1783934426.149082;jBnode;0
1783934426.15158;jBnode;0
1783934426.153797;jBnode;0
1783934426.1549444;jBnode;0
1783934426.1560557;jBnode;0
1783934426.157074;jBnode;0
1783934426.1586204;jBnode;0
1783934426.1602943;jBnode;0
1783934426.1612976;jBnode;0
1783934426.2077816;jBnode;0
1783934426.2097566;jBnode;0
1783934426.211676;jBnode;0
1783934426.2134402;jBnode;0
1783934426.2696426;jBnode;0
1783934426.272998;jBnode;0
1783934426.274222;jBnode;0
1783934426.2753892;jBnode;0
1783934426.2766144;jBnode;0
1783934426.2777495;jBnode;0
1783934426.2788098;jBnode;0
1783934426.2799692;jBnode;0
1783934426.2810445;jBnode;0
1783934426.2817698;jBnode;0
1783934426.2824311;jBnode;0
1783934426.328997;jBnode;0
1783934426.3311286;jBnode;0
1783934426.332927;jBnode;0
1783934426.3877668;jBnode;0
1783934426.3896897;jBnode;0
1783934426.3907154;jBnode;0
1783934426.3918364;jBnode;0
1783934426.3935325;jBnode;0
1783934426.3950174;jBnode;0
1783934426.4012938;jBnode;0
1783934426.44899;jBnode;0
1783934426.567827;jBnode;0
1783934426.569553;jBnode;0
1783934426.5711792;jBnode;0
1783934426.5721946;jBnode;0
1783934426.6284325;jBnode;0
1783934432.8936317;jBnode;3
1783934433.648601;jBnode;0
